'a'ba'ga'qi 阿巴嘎旗
'ba'hao'di'xiang 八号地乡
'ba'hao'zhen 八号镇
'ba'he'chuan'zhen 八河川镇
'ba'he'qi'xiang 巴合齐乡
'ba'he'xiang 坝河乡
'ba'he'xiang 把荷乡
'ba'he'zhen 巴河镇
'ba'hu'zhen 八湖镇
'ba'huang'zhen 坝黄镇
'ba'hui'zhen 八会镇
'ba'ji'lei'zhen 巴吉垒镇
'ba'ji'xiang 八集乡
'ba'ji'xiang 巴集乡
'ba'jia'cun 八家村
'ba'jia'guo'ying'nong'chang 八家国营农场
'ba'jia'he'yu'chang 八家河渔场
'ba'jia'hu'nong'chang 八家户农场
'ba'jia'she'qu 八家社区
'ba'jia'xiang 八家乡
'ba'jia'xiang 巴家乡
'ba'jia'zhen 八甲镇
'ba'jia'zhuang'cun 八家庄村
'ba'jia'zi'jie'dao 八家子街道
'ba'jia'zi'lin'ye'ju 八家子林业局
'ba'jia'zi'xiang 八家子乡
'ba'jia'zi'zhen 八家子镇
'ba'jian'fang'cun 八间房村
'ba'jiang'xiang 八江乡
'ba'jiang'xiang 巴江乡
'ba'jiao'bei'li'she'qu 八角北里社区
'ba'jiao'bei'lu'she'qu 八角北路社区
'ba'jiao'bei'lu'te'gang'she'qu 八角北路特钢社区
'ba'jiao'dong'zu'xiang 芭蕉侗族乡
'ba'jiao'jie'dao 八角街道
'ba'jiao'jing'zhen 八角井镇
'ba'jiao'ling'ken'zhi'chang 八角岭垦殖场
'ba'jiao'lou'xiang 八角楼乡
'ba'jiao'lu'she'qu 八角路社区
'ba'jiao'nan'li'she'qu 八角南里社区
'ba'jiao'nan'lu'she'qu 八角南路社区
'ba'jiao'xiang 芭蕉乡
'ba'jiao'xiang 八角乡
'ba'jiao'zhen 芭蕉镇
'ba'jiao'zhen 八角镇
'ba'jiao'zhong'li'she'qu 八角中里社区
'ba'jie'fang'dong'she'qu 八街坊东社区
'ba'jie'fang'xi'she'qu 八街坊西社区
'ba'jie'she'qu 八街社区
'ba'jie'xiang 坝街乡
'ba'jie'zhen 八街镇
'ba'jie'zhen 巴结镇
'ba'jing'jie'dao 八经街道
'ba'jing'mei'kuang 八景煤矿
'ba'jing'xiang 八景乡
'ba'jing'zhen 八景镇
'ba'jing'zi'xiang 八井子乡
'ba'jiu'xiang 巴久乡
'ba'ju'zhen 八巨镇
'ba'ka'tai'nong'chang 巴卡台农场
'ba'kai'xiang 八开乡
'ba'ke'shen'ying'zhen 巴克什营镇
'ba'ke'shu'zhen 八棵树镇
'ba'ke'yang'she'qu 八棵杨社区
'ba'ke'zhen 八颗镇
'ba'ken'zhong'xiang 八肯中乡
'ba'kou'cun 八口村
'ba'kuo'jie'dao 八廓街道
'ba'la'ga'er'gao'le'zhen 巴拉嘎尔高勒镇
'ba'la'ga'er'su'mu 巴拉嘎尔苏木
'ba'la'ge'dai'xiang 巴拉格歹乡
'ba'la'gong'zhen 巴拉贡镇
'ba'la'qi'ru'de'su'mu 巴拉奇如德苏木
'ba'la'su'zhen 巴拉素镇
'ba'la'yao'zu'xiang 八腊瑶族乡
'ba'lai'zhen 坝赖镇
'ba'lang'hu'nong'chang 巴浪湖农场
'ba'lang'zhen 八郎镇
'ba'leng'xiang 八楞乡
'ba'li'ba'gai'xiang 巴里巴盖乡
'ba'li'bao'jie'dao 八里堡街道
'ba'li'cha'xiang 八里岔乡
'ba'li'dian'cun 八里店村
'ba'li'dian'zhen 八里店镇
'ba'li'dian'zi'zhen 八里甸子镇
'ba'li'fan'zhen 八里畈镇
'ba'li'guan'xiang 八里关乡
'ba'li'han'zhen 八里罕镇
'ba'li'he'zhen 八里河镇
'ba'li'hu'nong'chang 八里湖农场
'ba'li'kun'ha'sa'ke'zi'zhi'xian 巴里坤哈萨克自治县
'ba'li'kun'zhen 巴里坤镇
'ba'li'pu'zhen 八里铺镇
'ba'li'qiao'cun 八里桥村
'ba'li'qiao'she'qu 八里桥社区
'ba'li'qiao'shi'chang 八里桥市场
'ba'li'tai'jie'dao 八里台街道
'ba'li'tai'zhen 八里台镇
'ba'li'tan'yang'zhi'chang 八里滩养殖场
'ba'li'tu'kai'fa'qu 八里途开发区
'ba'li'wan'xiang 八里湾乡
'ba'li'wan'zhen 八里湾镇
'ba'li'xiang 八里乡
'ba'li'xiang 八力乡
'ba'li'xiang 笆篱乡
'ba'li'ying'xiang 八里营乡
'ba'li'zhen 八里镇
'ba'li'zhuang'bei'li'er'ju'wei'hui 八里庄北里二居委会
'ba'li'zhuang'bei'li'she'qu 八里庄北里社区
'ba'li'zhuang'bei'li'yi'ju'wei'hui 八里庄北里一居委会
'ba'li'zhuang'cun 八里庄村
'ba'li'zhuang'di'er'ju'wei'hui 八里庄第二居委会
'ba'li'zhuang'di'yi'ju'wei'hui 八里庄第一居委会
'ba'li'zhuang'dong'li'she'qu 八里庄东里社区
'ba'li'zhuang'jie'dao 八里庄街道
'ba'li'zhuang'xi'li'she'qu 八里庄西里社区
'ba'lin'you'qi 巴林右旗
'ba'lin'zhen 巴林镇
'ba'lin'zuo'qi 巴林左旗
'ba'ling'jie'dao 坝陵街道
'ba'ling'qiao'jie'dao 坝陵桥街道
'ba'ling'shan'zhen 八岭山镇
'ba'ling'xiang 巴岭乡
'ba'ling'zhen 巴铃镇
'ba'liu'xiang 坝溜乡
'ba'long'xiang 巴隆乡
'ba'lu'zhen 八路镇
'ba'lun'tai'zhen 巴仑台镇
'ba'ma'lu'jie'dao 八马路街道
'ba'ma'yao'zu'zi'zhi'xian 巴马瑶族自治县
'ba'ma'zhen 巴马镇
'ba'mang'bu'yi'zu'xiang 坝芒布依族乡
'ba'mao'xi'xiang 芭茅溪乡
'ba'mei'zhen 八美镇
'ba'mei'zhen 坝美镇
'ba'men'cheng'zhen 八门城镇
'ba'meng'guo'ying'jian'feng'nong'chang 巴盟国营建丰农场
'ba'meng'wu'bei'lin'chang 巴盟乌北林场
'ba'meng'xiang 岜蒙乡
'ba'mian'cheng'zhen 八面城镇
'ba'mian'tong'lin'ye'ju 八面通林业局
'ba'mian'tong'zhen 八面通镇
'ba'mian'xiang 八面乡
'ba'miao'xiang 八庙乡
'ba'miao'xiang 拔妙乡
'ba'miao'zhen 八庙镇
'ba'miao'zhen 巴庙镇
'ba'mu'di'cun 八亩地村
'ba'mu'xiang 岜暮乡
'ba'mu'yan'cun 八亩堰村
'ba'nan'qu 巴南区
'ba'nan'she'qu 八南社区
'ba'nong'chang 八农场
'ba'pan'tu'jia'zu'dong'zu'miao'zu'xiang 坝盘土家族侗族苗族乡
'ba'pen'xiang 岜盆乡
'ba'pu'zhen 巴普镇
'ba'qi'su'mu 巴棋苏木
'ba'qian'ping'she'qu 八千平社区
'ba'qian'xiang 八千乡
'ba'qiang'zi'xiang 八墙子乡
'ba'qiang'zi'zhen 坝墙子镇
'ba'qiao'jie'dao 灞桥街道
'ba'qiao'qu 灞桥区
'ba'qiao'zhen 八桥镇
'ba'qing'xian 巴青县
'ba'qing'xiang 巴青乡
'ba'qiu'zhen 巴邱镇
'ba'quan'jie'dao 八泉街道
'ba'rao'xiang 岜饶乡
'ba'ren'xiang 巴仁乡
'ba'ren'zhe'li'mu'zhen 巴仁哲里木镇
'ba'ren'zhen 巴仁镇
'ba'ri'xiang 八日乡
'ba'ri'xiang 巴日乡
'ba'ru'xiang 巴汝乡
'ba'run'bie'li'zhen 巴润别立镇
'ba'run'ha'er'mo'dun'zhen 巴润哈尔莫墩镇
'ba'sa'nong'chang 坝洒农场
'ba'shan'xiang 巴山乡
'ba'shan'zhen 巴山镇
'ba'shan'zhen 拔山镇
'ba'shen'han'xiang 巴什罕乡
'ba'shen'lan'gan'xiang 巴什兰干乡
'ba'shen'ping'xiang 八什坪乡
'ba'shen'xiang 把什乡
'ba'shi'ba'hao'xiang 八十八号乡
'ba'shi'mu'di'cun 八十亩地村
'ba'shi'si'hu'xiang 八十四户乡
'ba'shi'tai'yang'miao'nong'chang 巴市太阳庙农场
'ba'song'xiang 八松乡
'ba'su'mu'xiang 八苏木乡
'ba'suo'zhen 八所镇
'ba'tai'xiang 八台乡
'ba'tai'zhen 八台镇
'ba'tan'mu'chang 巴滩牧场
'ba'tan'zhen 八滩镇
'ba'tang'xian 巴塘县
'ba'tang'xiang 巴塘乡
'ba'tang'zhen 八塘镇
'ba'tang'zhen 坝塘镇
'ba'tian'di'jie'dao 八田地街道
'ba'tiao'she'qu 八条社区
'ba'tou'xiang 坝头乡
'ba'tou'xiang 巴头乡
'ba'tu'ying'xiang 巴图营乡
'ba'tuan'xiang 八团乡
'ba'wan'zhen 八万镇
'ba'wang'xiang 巴旺乡
'ba'wei'yao'zu'xiang 八圩瑶族乡
'ba'wo'long'xiang 八窝龙乡
'ba'wu'ba'nong'chang 八五八农场
'ba'wu'er'nong'chang 八五二农场
'ba'wu'jiu'nong'chang 八五九农场
'ba'wu'ling'nong'chang 八五零农场
'ba'wu'liu'nong'chang 八五六农场
'ba'wu'qi'nong'chang 八五七农场
'ba'wu'san'nong'chang 八五三农场
'ba'wu'si'nong'chang 八五四农场
'ba'wu'wu'nong'chang 八五五农场
'ba'wu'yi'ling'nong'chang 八五一零农场
'ba'wu'yi'yi'nong'chang 八五一一农场
'ba'wu'zhen 八屋镇
'ba'xi'xiang 巴西乡
'ba'xian'bie'shu'she'qu 八仙别墅社区
'ba'xian'tong'zhen 八仙筒镇
'ba'xian'zhen 八仙镇
'ba'xian'zhuang'cun 八仙庄村
'ba'xiang 坝乡
'ba'xiang'shan'zhen 八乡山镇
'ba'xin'yi'zu'xiang 坝心彝族乡
'ba'xin'zhen 坝心镇
'ba'xiu'xian 八宿县
'ba'xu'zhen 八圩镇
'ba'ya'er'tu'hu'shuo'zhen 巴雅尔吐胡硕镇
'ba'ya'si'gu'leng'su'mu 巴雅斯古楞苏木
'ba'yan'bao'ge'de'su'mu 巴彦宝格德苏木
'ba'yan'bao'la'ge'su'mu 巴彦宝拉格苏木
'ba'yan'bao'le'ge'su'mu 巴彦包勒格苏木
'ba'yan'bao'te'xiang 巴彦包特乡
'ba'yan'cha'gan'su'mu 巴彦查干苏木
'ba'yan'cha'gan'xiang 巴彦查干乡
'ba'yan'cuo'gang'su'mu 巴彦嵯岗苏木
'ba'yan'dai'zhen 巴彦岱镇
'ba'yan'de'le'ge'er'su'mu 巴彦德勒格尔苏木
'ba'yan'e'wen'ke'min'zu'xiang 巴彦鄂温克民族乡
'ba'yan'gang'zhen 巴彦港镇
'ba'yan'gao'le'su'mu 巴彦高勒苏木
'ba'yan'gao'le'zhen 巴彦高勒镇
'ba'yan'ha'da'su'mu 巴彦哈达苏木
'ba'yan'han'zhen 巴彦汉镇
'ba'yan'hao'te'zhen 巴彦浩特镇
'ba'yan'hong'ge'ri'su'mu 巴彦洪格日苏木
'ba'yan'hu'shu'su'mu 巴彦胡舒苏木
'ba'yan'hu'shu'zhen 巴彦呼舒镇
'ba'yan'hu'shuo'zhen 巴彦胡硕镇
'ba'yan'hu'shuo'zhen 巴彦琥硕镇
'ba'yan'hua'su'mu 巴彦花苏木
'ba'yan'hua'zhen 巴彦花镇
'ba'yan'huo'bu'er'su'mu 巴彦霍布尔苏木
'ba'yan'ku'ren'zhen 巴彦库仁镇
'ba'yan'mang'ha'su'mu 巴彦芒哈苏木
'ba'yan'mang'ha'su'mu 巴彦茫哈苏木
'ba'yan'mao'dou'su'mu 巴彦毛都苏木
'ba'yan'mu'ren'su'mu 巴彦木仁苏木
'ba'yan'nao'er'meng 巴彦淖尔盟
'ba'yan'nao'er'shi 巴彦淖尔市
'ba'yan'nao'er'shi'guo'ying'su'du'lun'nong'chang 巴彦淖尔市国营苏独仑农场
'ba'yan'nao'er'shi'guo'ying'wu'liang'su'hai'yu'chang 巴彦淖尔市国营乌梁素海渔场
'ba'yan'nao'er'shi'guo'ying'xi'shan'ju'nong'chang 巴彦淖尔市国营西山咀农场
'ba'yan'nao'er'shi'guo'ying'xin'an'nong'chang 巴彦淖尔市国营新安农场
'ba'yan'nao'er'shi'guo'ying'zhong'tan'nong'chang 巴彦淖尔市国营中滩农场
'ba'yan'nao'er'su'mu 巴彦淖尔苏木
'ba'yan'nuo'er'su'mu 巴彦诺尔苏木
'ba'yan'nuo'ri'gong'su'mu 巴彦诺日公苏木
'ba'yan'shu'tu'zhen 巴彦舒图镇
'ba'yan'su'mu 巴彦苏木
'ba'yan'ta'la'da'wo'er'zu'xiang 巴彦塔拉达斡尔族乡
'ba'yan'ta'la'su'mu 巴彦塔拉苏木
'ba'yan'ta'la'zhen 巴彦塔拉镇
'ba'yan'tao'hai'nong'chang 巴彦套海农场
'ba'yan'tao'lai'nong'chang 巴彦陶来农场
'ba'yan'tu'ga'su'mu 巴彦图嘎苏木
'ba'yan'tuo'hai'zhen 巴彦托海镇
'ba'yan'wen'dou'er'su'mu 巴彦温都尔苏木
'ba'yan'wu'la'su'mu 巴彦乌拉苏木
'ba'yan'wu'lan'su'mu 巴彦乌兰苏木
'ba'yan'xi'le'zhen 巴彦锡勒镇
'ba'yan'xi'li'ga'cha 巴彦希里嘎查
'ba'yan'xian 巴彦县
'ba'yan'xiang 巴燕乡
'ba'yan'zha'la'ga'xiang 巴彦扎拉嘎乡
'ba'yan'zhao'su'mu 巴彦召苏木
'ba'yan'zhen 巴彦镇
'ba'yan'zhen 巴燕镇
'ba'yang'xiang 坝羊乡
'ba'yang'zhen 巴阳镇
'ba'yi'a'wa'ti'xiang 巴依阿瓦提乡
'ba'yi'ba'kuang'qu 八一八矿区
'ba'yi'chang'she'qu 八一厂社区
'ba'yi'ji'zhen 八义集镇
'ba'yi'jie'dao 八一街道
'ba'yi'lu'jie'dao 八一路街道
'ba'yi'mu'chang 八一牧场
'ba'yi'qiao'jie'dao 八一桥街道
'ba'yi'rong'xiang 八衣绒乡
'ba'yi'tuo'hai'xiang 巴依托海乡
'ba'yi'xiang 八一乡
'ba'yi'zhen 八一镇
'ba'yi'zhen 八义镇
'ba'yi'zhong'xue'she'qu 八一中学社区
'ba'yin'ao'bao'su'mu 巴音敖包苏木
'ba'yin'ao'wa'xiang 巴音傲瓦乡
'ba'yin'bao'li'ge'zhen 巴音宝力格镇
'ba'yin'bu'lu'ke'qu'gong'suo 巴音布鲁克区工所
'ba'yin'ge'bi'su'mu 巴音戈壁苏木
'ba'yin'gou'mu'chang 巴音沟牧场
'ba'yin'guo'leng'meng'gu'zi'zhi'zhou 巴音郭楞蒙古自治州
'ba'yin'guo'leng'xiang 巴音郭愣乡
'ba'yin'guo'leng'zhou 巴音郭楞州
'ba'yin'ha'tai'su'mu 巴音哈太苏木
'ba'yin'hang'gai'su'mu 巴音杭盖苏木
'ba'yin'hua'zhen 巴音花镇
'ba'yin'ku'lu'ti'xiang 巴音库鲁提乡
'ba'yin'nuo'er'su'mu 巴音诺尔苏木
'ba'yin'qian'da'men'su'mu 巴音前达门苏木
'ba'yin'sai'jie'dao 巴音赛街道
'ba'yin'su'mu 巴音苏木
'ba'yin'ta'la'zhen 巴音塔拉镇
'ba'yin'tao'hai'xiang 巴音陶亥乡
'ba'yin'wen'dou'er'su'mu 巴音温都尔苏木
'ba'yin'wu'lu'xiang 巴音乌鲁乡
'ba'yin'wu'su'zhen 巴音乌素镇
'ba'yin'xi'le'zhen 巴音锡勒镇
'ba'yin'xiang 巴音乡
'ba'yin'zhu'ri'he'su'mu 巴音珠日和苏木
'ba'ying'xiang 拔英乡
'ba'ying'zhen 坝营镇
'ba'yu'quan'qu 鲅鱼圈区
'ba'yu'xiang 八鱼乡
'ba'yu'xiang 八于乡
'ba'yu'zhen 八鱼镇
'ba'yuan'xiang 灞源乡
'ba'yuan'zi'cun 巴园子村
'ba'zha'da'shen'mu'lin'chang 巴扎达什牧林场
'ba'zha'jie'mi'xiang 巴扎结米乡
'ba'zha'la'ga'su'mu 巴扎拉嘎苏木
'ba'zha'xiang 巴扎乡
'ba'zha'zang'zu'xiang 巴扎藏族乡
'ba'zhai'xiang 八寨乡
'ba'zhai'xiang 坝寨乡
'ba'zhai'zhen 八寨镇
'ba'zhe'xiang 巴折乡
'ba'zhen'zhen 坝镇镇
'ba'zhong'jing'ji'ji'shu'kai'fa'qu'shang'mao'yuan'qu'guan'wei'hui 巴中经济技术开发区商贸园区管委会
'ba'zhong'shi 巴中市
'ba'zhou'jing'ji'ji'shu'kai'fa'qu 霸州经济技术开发区
'ba'zhou'qu 巴州区
'ba'zhou'shi 霸州市
'ba'zhou'zhen 霸州镇
'ba'zhou'zhen 巴州镇
'ba'zhu'xiang 八珠乡
'ba'zi'qiao'xiang 八字桥乡
'ba'zi'shao'zhen 八字哨镇
'ba'zi'xiang 坝子乡
'ba'zi'zhen 坝仔镇
'ba'zong'xiang 八总乡
'bai'an'ba'jie'dao 百安坝街道
'bai'an'xiang 白岸乡
'bai'ba'xiang 白坝乡
'bai'ba'zhen 百巴镇
'bai'ban'xiang 柏板乡
'bai'bang'xiang 摆榜乡
'bai'bao'xiang 白宝乡
'bai'bao'zhen 白豹镇
'bai'bei'xiang 白陂乡
'bai'bi'zhen 白壁镇
'bai'bu'ting 百步亭
'bai'bu'zhen 白埠镇
'bai'bu'zhen 百步镇
'bai'cai'wan'she'qu 白菜湾社区
'bai'cang'zhen 白仓镇
'bai'cao'cun'xiang 白草村乡
'bai'cao'gou'zhen 百草沟镇
'bai'cao'wa'cun 白草洼村
'bai'cao'yuan'she'qu 百草园社区
'bai'cao'yuan'xiang 白草塬乡
'bai'cao'zhen 白草镇
'bai'ceng'zhen 白层镇
'bai'cha'zhen 白槎镇
'bai'cha'zi'cun 柏查子村
'bai'chan'xiang 白蝉乡
'bai'chang'men'zhen 白厂门镇
'bai'chao'xiang 白朝乡
'bai'cheng'jie'dao 柏城街道
'bai'cheng'jie'dao 百城街道
'bai'cheng'jing'ji'kai'fa'qu 白城经济开发区
'bai'cheng'shi 白城市
'bai'cheng'xian 拜城县
'bai'cheng'zhen 拜城镇
'bai'cheng'zhen 柏城镇
'bai'cheng'zi'xiang 白城子乡
'bai'chi'gan'xiang 百尺竿乡
'bai'chi'he'zhen 百尺河镇
'bai'chi'xiang 百尺乡
'bai'chi'zhen 百尺镇
'bai'chun'yuan'jie'dao 百春园街道
'bai'cun'zhen 柏村镇
'bai'da'xiang 白达乡
'bai'dao'kou'zhen 白道口镇
'bai'dao'yu'cun 白道峪村
'bai'de'shi'zhen 白地市镇
'bai'de'zhen 白地镇
'bai'de'zhen 百德镇
'bai'di'zhen 白帝镇
'bai'dian'xiang 拜殿乡
'bai'dian'xiang 白店乡
'bai'dian'zhen 柏垫镇
'bai'dian'zhen 白甸镇
'bai'diao'miao'zu'xiang 白碉苗族乡
'bai'dong'jie'dao 白洞街道
'bai'dou'xiang 百都乡
'bai'du'zhen 摆渡镇
'bai'du'zhen 白渡镇
'bai'dui'xiang 白堆乡
'bai'dui'zi'she'qu 白堆子社区
'bai'duo'xiang 白垛乡
'bai'e'xiang 白鹅乡
'bai'fang'cun 白坊村
'bai'fang'zhen 柏坊镇
'bai'fen'zi'zhen 白芬子镇
'bai'feng'xiang 百峰乡
'bai'feng'zhen 白峰镇
'bai'fu'cun 柏福村
'bai'fu'cun 白浮村
'bai'fu'si'zhen 百福司镇
'bai'fu'tu'zhen 白浮图镇
'bai'ga'xiang 白嘎乡
'bai'gang'xiang 白罡乡
'bai'ge'zhuang'cun 白各庄村
'bai'ge'zhuang'zhen 柏各庄镇
'bai'gou'zhen 白垢镇
'bai'gou'zhen 白沟镇
'bai'gu'jie'dao 百股街道
'bai'gu'tun'xiang 白古屯乡
'bai'guan'bao'hui'zu'xiang 白关堡回族乡
'bai'guan'jie'dao 百官街道
'bai'guan'tun'zhen 白官屯镇
'bai'guan'zhen 白关镇
'bai'guang'lu'she'qu 白广路社区
'bai'guo'shi'xiang 白果市乡
'bai'guo'wan'xiang 白果湾乡
'bai'guo'xiang 白果乡
'bai'guo'zhen 柏果镇
'bai'guo'zhen 白果镇
'bai'hai'zi'zhen 白海子镇
'bai'he'bao'cun 白河堡村
'bai'he'bei'cun 白河北村
'bai'he'cun 百合村
'bai'he'dong'jie'dao 白鹤洞街道
'bai'he'ji'xiang 柏鹤集乡
'bai'he'jian'cun 白河涧村
'bai'he'jie'dao 白鹤街道
'bai'he'jie'dao 白河街道
'bai'he'nong'chang 百合农场
'bai'he'pu'zhen 白鹤铺镇
'bai'he'shan'xiang 白鹤山乡
'bai'he'tan'zhen 白鹤滩镇
'bai'he'xian 白河县
'bai'he'xian'lin'chang 白河县林场
'bai'he'xian'miao'pu 白河县苗圃
'bai'he'xian'nong'chang 白河县农场
'bai'he'xiang 白鹤乡
'bai'he'xiang 白河乡
'bai'he'xiang 百合乡
'bai'he'xiang 百和乡
'bai'he'zhen 柏合镇
'bai'he'zhen 白鹤镇
'bai'he'zhen 白合镇
'bai'he'zhen 白河镇
'bai'he'zhen 百合镇
'bai'he'zhen 百和镇
'bai'hou'zhen 百侯镇
'bai'hu'gou'jie'dao 白狐沟街道
'bai'hu'gou'man'zu'meng'gu'zu'xiang 白虎沟满族蒙古族乡
'bai'hu'tou'cun 白虎头村
'bai'hu'xiang 白湖乡
'bai'hu'xiang 白笏乡
'bai'hu'zhen 白湖镇
'bai'hua'hu'xiang 百花湖乡
'bai'hua'xiang 白桦乡
'bai'hua'zhen 白花镇
'bai'hua'zhou'jie'dao 百花洲街道
'bai'ji'gou'jie'dao 白芨沟街道
'bai'ji'xiang 白际乡
'bai'ji'xiang 白鸡乡
'bai'ji'xiang 百济乡
'bai'ji'xun'xiang 白济讯乡
'bai'ji'zhen 白集镇
'bai'jia'cun'jie'dao 百家村街道
'bai'jia'gou'zhen 柏家沟镇
'bai'jia'jian'xiang 白家硷乡
'bai'jia'lou'cun 白家楼村
'bai'jia'tuan'cun 白家疃村
'bai'jia'tuan'she'qu 白家疃社区
'bai'jia'wan'xiang 白家湾乡
'bai'jia'xiang 柏家乡
'bai'jia'xiang 白家乡
'bai'jia'zhen 柏加镇
'bai'jia'zhen 柏家镇
'bai'jia'zhen 百加镇
'bai'jia'zhuang'jie'dao 白家庄街道
'bai'jia'zhuang'xiang 柏家庄乡
'bai'jia'zhuang'zhen 白家庄镇
'bai'jian'fang'jie'dao 百间房街道
'bai'jian'tan'qu 白碱滩区
'bai'jian'zhen 白涧镇
'bai'jiang'jun'ju'wei'hui 白将军居委会
'bai'jiang'zhen 百江镇
'bai'jiao'zhen 白蕉镇
'bai'jie'xiang 白界乡
'bai'jie'zhen 白节镇
'bai'jie'zhen 百节镇
'bai'jin'xiang 白金乡
'bai'jin'zhen 摆金镇
'bai'jing'zhen 柏井镇
'bai'ju'zhen 白驹镇
'bai'kou'quan'jie'dao 百口泉街道
'bai'kou'xiang 百口乡
'bai'kui'zhen 白奎镇
'bai'la'miao'zu'xiang 白腊苗族乡
'bai'lai'xiang 白濑乡
'bai'lan'xiang 百兰乡
'bai'lang'jie'dao 白浪街道
'bai'lang'xian 白朗县
'bai'lang'xiang 白廊乡
'bai'lang'yi'zu'bu'lang'zu'xiang 摆榔彝族布朗族乡
'bai'lang'zhen 白浪镇
'bai'lang'zhen 白狼镇
'bai'le'xiang 百乐乡
'bai'le'zhen 白乐镇
'bai'li'xiang 百里乡
'bai'li'zhen 百里镇
'bai'li'zhou'zhen 百里洲镇
'bai'lian'he'xiang 白莲河乡
'bai'lian'jie'dao 白莲街道
'bai'lian'xiang 白莲乡
'bai'lian'zhen 白莲镇
'bai'liang'xiang 白良乡
'bai'liang'zhen 柏梁镇
'bai'liang'zhen 百良镇
'bai'lin'xiang 百林乡
'bai'lin'zhen 白琳镇
'bai'ling'miao'zhen 百灵庙镇
'bai'ling'nao'xiang 白灵淖乡
'bai'ling'zhen 白岭镇
'bai'liu'zhen 白柳镇
'bai'long'jie'dao 白龙街道
'bai'long'qiao'zhen 白龙桥镇
'bai'long'tan'zhen 百龙滩镇
'bai'long'tang'zhen 白龙塘镇
'bai'long'xiang 白龙乡
'bai'long'zhen 柏隆镇
'bai'long'zhen 白龙镇
'bai'lou'xiang 白楼乡
'bai'lou'xiang 百楼乡
'bai'lu'chu'xiang 白鲁础乡
'bai'lu'dong'zhen 白鹿洞镇
'bai'lu'jie'dao 白露街道
'bai'lu'qiao'zhen 百禄桥镇
'bai'lu'quan'xiang 白鹿泉乡
'bai'lu'tang'zhen 白露塘镇
'bai'lu'xiang 柏露乡
'bai'lu'xiang 白路乡
'bai'lu'xiang 白鹭乡
'bai'lu'xiang 白碌乡
'bai'lu'zhen 白鹿镇
'bai'lu'zhen 百禄镇
'bai'luo'zhen 白螺镇
'bai'ma'du'zhen 白马渡镇
'bai'ma'guan'cun 白马关村
'bai'ma'guan'zhen 白马关镇
'bai'ma'hu'nong'chang 白马湖农场
'bai'ma'hu'zhen 白马湖镇
'bai'ma'jing'zhen 白马井镇
'bai'ma'pu'xiang 白马铺乡
'bai'ma'qiao'xiang 白马桥乡
'bai'ma'shan'jie'dao 白马山街道
'bai'ma'shi'xiang 白马石乡
'bai'ma'si'zhen 白马寺镇
'bai'ma'tan'zhen 白马滩镇
'bai'ma'xiang 白马乡
'bai'ma'xiang 百马乡
'bai'ma'yao'xian'xiang 白马要先乡
'bai'ma'zang'zu'xiang 白马藏族乡
'bai'ma'zhen 白马镇
'bai'ma'zhen 白玛镇
'bai'mang'lin'chang 白芒林场
'bai'mang'pu'xiang 白芒铺乡
'bai'mang'xiang 摆忙乡
'bai'mang'ying'zhen 白芒营镇
'bai'mao'hu'mian'hua'yuan'zhong'chang 白茅湖棉花原种场
'bai'mao'ping'xiang 白毛坪乡
'bai'mao'zhen 白茆镇
'bai'mao'zhen 白帽镇
'bai'mao'zhen 白旄镇
'bai'mei'xiang 白梅乡
'bai'mi'she'qu 白米社区
'bai'mi'xiang 白米乡
'bai'mi'zhen 白米镇
'bai'mian'xia'xiang 白勉峡乡
'bai'miao'cun 白庙村
'bai'miao'he'xiang 白庙河乡
'bai'miao'hui'zu'xiang 白庙回族乡
'bai'miao'jie'dao 白庙街道
'bai'miao'she'qu 白庙社区
'bai'miao'tan'xiang 白庙滩乡
'bai'miao'xiang 白庙乡
'bai'miao'zhen 白庙镇
'bai'miao'zi'xiang 白庙子乡
'bai'miao'zi'zhen 白庙子镇
'bai'mu'cun 白木村
'bai'mu'xiang 柏木乡
'bai'mu'xiang 白姆乡
'bai'mu'xiang 百亩乡
'bai'na'yi'zu'xiang 百纳彝族乡
'bai'nan'xiang 百南乡
'bai'nao'bao'zhen 白脑包镇
'bai'ni'hu'xiang 白泥湖乡
'bai'ni'jing'zhen 白泥井镇
'bai'ni'xiang 白坭乡
'bai'ni'xiang 白泥乡
'bai'ni'zhen 白霓镇
'bai'ni'zhen 白坭镇
'bai'ni'zhen 白泥镇
'bai'niu'xiang 白牛乡
'bai'pao'zi'xiang 白泡子乡
'bai'pen'yao'cun 白盆窑村
'bai'pen'zhu'zhen 白盆珠镇
'bai'peng'zhen 百朋镇
'bai'ping'xiang 柏坪乡
'bai'ping'xiang 白坪乡
'bai'po'yi'zu'xiang 白坡彝族乡
'bai'pu'zhen 柏埔镇
'bai'pu'zhen 白蒲镇
'bai'qi'hui'zu'xiang 百崎回族乡
'bai'qi'xiang 白旗乡
'bai'qi'zhai'man'zu'xiang 白旗寨满族乡
'bai'qi'zhen 白旗镇
'bai'qiao'xi'li'she'qu 白桥西里社区
'bai'qiao'xiang 白桥乡
'bai'qiao'zhen 白桥镇
'bai'qing'xiang 白青乡
'bai'qing'zhai'xiang 白清寨乡
'bai'qing'zhen 百顷镇
'bai'quan'jie'dao 柏泉街道
'bai'quan'xian 拜泉县
'bai'quan'xiang 白泉乡
'bai'quan'zhen 拜泉镇
'bai'quan'zhen 白泉镇
